id,sample_id,total_change,main_code,adv_code,problem_id,lang,author,author_predicted,rule_id
429,429-1223-cpp-94_16,0.0080753701211305,"class Solution
{
public:
    class DisjointSet
    {
    public:
        vector<int> rank, parent, size;

        DisjointSet(int n)
        {
            rank.resize(n + 1, 0);
            parent.resize(n + 1);
            size.resize(n + 1, 1);
            for (int i = 0; i <= n; i++)
            {
                parent[i] = i;
            }
        }

        int find_Ultimate_parent(int node)
        {
            if (node == parent[node])
            {
                return node;
            }
            return parent[node] = find_Ultimate_parent(parent[node]);
        }

        void Union_By_Rank(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if (rank[ulp_u] < rank[ulp_v])
            {
                parent[ulp_u] = ulp_v;
            }
            else if (rank[ulp_v] < rank[ulp_u])
            {
                parent[ulp_v] = ulp_u;
            }
            else
            {
                parent[ulp_v] = ulp_u;
                rank[ulp_u]++;
            }
        }

        void Union_By_Size(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if (size[ulp_u] < size[ulp_v])
            {
                parent[ulp_u] = ulp_v;
                size[ulp_v] += size[ulp_u];
            }
            else
            {
                parent[ulp_v] = ulp_u;
                size[ulp_u] += size[ulp_v];
            }
        }
    };

    vector<bool> areConnected(int n, int threshold, vector<vector<int>> &queries)
    {
        DisjointSet ds(n);
        vector<bool> ans;

        for(int i = threshold + 1; i <= n; i++)
        {
            for(int j = i; j <= n; j += i)
            {
                ds.Union_By_Rank(i, j);
            }
        }

        for (auto it : queries)
        {
            int u = it[0];
            int v = it[1];

            if (ds.parent[u] == ds.parent[v])
            {
                ans.push_back(true);
            }
            else
            {
                ans.push_back(false);
            }
        }

        return ans;
    }
};","class Solution
{
public:
    class DisjointSet
    {
    public:
        vector<int> rank, parent, size;

        DisjointSet(int n)
        {
            rank.resize(n + 1, 0);
            parent.resize(n + 1);
            size.resize(n + 1, 1);
            for (int i = 0; i <= n; i++)
            {
                parent[i] = i;
            }
        }

        int find_Ultimate_parent(int node)
        {
            if (node == parent[node])
            {
                return node;
            }
            return parent[node] = find_Ultimate_parent(parent[node]);
        }

        void Union_By_Rank(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if (rank[ulp_u] < rank[ulp_v])
            {
                parent[ulp_u] = ulp_v;
            }
            else if (rank[ulp_v] < rank[ulp_u])
            {
                parent[ulp_v] = ulp_u;
            }
            else
            {
                parent[ulp_v] = ulp_u;
                rank[ulp_u]++;
            }
        }

        void Union_By_Size(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if (size[ulp_u] < size[ulp_v])
            {
                parent[ulp_u] = ulp_v;
                size[ulp_v] += size[ulp_u];
            }
            else
            {
                parent[ulp_v] = ulp_u;
                size[ulp_u] += size[ulp_v];
            }
        }
    };

    vector<NA> areConnected(int n, int threshold, vector<vector<int>> &queries)
    {
        DisjointSet ds(n);
        vector<NA> ans;

        for(int i = threshold + 1; i <= n; i++)
        {
            for(int j = i; j <= n; j += i)
            {
                ds.Union_By_Rank(i, j);
            }
        }

        for (auto it : queries)
        {
            int u = it[0];
            int v = it[1];

            if (ds.parent[u] == ds.parent[v])
            {
                ans.push_back(1);
            }
            else
            {
                ans.push_back(0);
            }
        }

        return ans;
    }
};",1223,cpp,94,9,16
429,429-1223-cpp-94_26,0.2907133243606998,"class Solution
{
public:
    class DisjointSet
    {
    public:
        vector<int> rank, parent, size;

        DisjointSet(int n)
        {
            rank.resize(n + 1, 0);
            parent.resize(n + 1);
            size.resize(n + 1, 1);
            for (int i = 0; i <= n; i++)
            {
                parent[i] = i;
            }
        }

        int find_Ultimate_parent(int node)
        {
            if (node == parent[node])
            {
                return node;
            }
            return parent[node] = find_Ultimate_parent(parent[node]);
        }

        void Union_By_Rank(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if (rank[ulp_u] < rank[ulp_v])
            {
                parent[ulp_u] = ulp_v;
            }
            else if (rank[ulp_v] < rank[ulp_u])
            {
                parent[ulp_v] = ulp_u;
            }
            else
            {
                parent[ulp_v] = ulp_u;
                rank[ulp_u]++;
            }
        }

        void Union_By_Size(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if (size[ulp_u] < size[ulp_v])
            {
                parent[ulp_u] = ulp_v;
                size[ulp_v] += size[ulp_u];
            }
            else
            {
                parent[ulp_v] = ulp_u;
                size[ulp_u] += size[ulp_v];
            }
        }
    };

    vector<bool> areConnected(int n, int threshold, vector<vector<int>> &queries)
    {
        DisjointSet ds(n);
        vector<bool> ans;

        for(int i = threshold + 1; i <= n; i++)
        {
            for(int j = i; j <= n; j += i)
            {
                ds.Union_By_Rank(i, j);
            }
        }

        for (auto it : queries)
        {
            int u = it[0];
            int v = it[1];

            if (ds.parent[u] == ds.parent[v])
            {
                ans.push_back(true);
            }
            else
            {
                ans.push_back(false);
            }
        }

        return ans;
    }
};","class Solution
{
public:
    class DisjointSet
    {
    public:
        vector<int> rank, parent, size;

        DisjointSet(int n)
        {
            rank.resize(n + 1, 0);
            parent.resize(n + 1);
            size.resize(n + 1, 1);
            for (int i = 0; i <= n; i++)
            {
                parent[i] = i;
            }
        }

        int find_Ultimate_parent(int node)
        {
            if (node == parent[node])
            {
                return node;
            }
            return parent[node] = find_Ultimate_parent(parent[node]);
        }

        void Union_By_Rank(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if (rank[ulp_u] < rank[ulp_v])
            {
                parent[ulp_u] = ulp_v;
            }
            else if (rank[ulp_v] < rank[ulp_u])
            {
                parent[ulp_v] = ulp_u;
            }
            else
            {
                parent[ulp_v] = ulp_u;
                rank[ulp_u]++;
            }
        }

        void Union_By_Size(int u, int v)
        {
            int ulp_u = find_Ultimate_parent(u);
            int ulp_v = find_Ultimate_parent(v);
            if (ulp_u == ulp_v)
            {
                return;
            }

            if ( size[ulp_u] < size[ulp_v])
            {
                parent[ulp_u] = ulp_v;
                size[ulp_v] += size[ulp_u];
            }
            else
            {
                parent[ulp_v] = ulp_u;
                size[ulp_u] += size[ulp_v];
            }
        }
    };

    DisjointSet ds(n);

    vector<bool> areConnected(int n, int threshold, vector<vector<int>> &queries)
    {
        vector<bool> ans;

        auto process_queries = [&](vector<vector<int>> &queries) {
            for (auto it : queries)
            {
                int u = it[0];
                int v = it[1];

                if (ds.find_Ultimate_parent(u) == ds.find_Ultimate_parent(v))
                {
                    ans.push_back(true);
                }
                else
                {
                    ans.push_back(false);
                }
            }
        };

        auto union_elements_by_threshold = [&](int n, int threshold) {
            for (int i = threshold + 1; i <= n; i++)
            {
                for (int j = i; j <= n; j += i)
                {
                    ds.Union_By_Rank(i, j);
                }
            }
        };

        union_elements_by_threshold(n, threshold);
        process_queries(queries);

        return ans;
    }
};",1223,cpp,94,9,26
105,105-237-csharp-5_7,0.0588235294117647,"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     public int val;
 *     public ListNode next;
 *     public ListNode(int x) { val = x; }
 * }
 */
public class Solution {
    public void DeleteNode(ListNode node) {
        node.val=node.next.val;
        node.next=node.next.next;
    }
}","/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     public int val;
 *     public ListNode next;
 *     public ListNode(int x) { val = x; }
 * }
 */
public class Solution {
    public void deleteNode(ListNode node) {
        node.val = node.next.val;
        node.next = node.next.next;
    }
}",237,csharp,5,88,7
239,239-784-java-116_0,0.48,"/**
 * Definition for a binary tree node.
 * public class TreeNode {
 *     int val;
 *     TreeNode left;
 *     TreeNode right;
 *     TreeNode() {}
 *     TreeNode(int val) { this.val = val; }
 *     TreeNode(int val, TreeNode left, TreeNode right) {
 *         this.val = val;
 *         this.left = left;
 *         this.right = right;
 *     }
 * }
 */
class Solution {
    public TreeNode insertIntoBST(TreeNode root, int val) {
        // check if we are at leaf if true create new node with val
        if(root == null) return new TreeNode(val);
        // if val more than root.val traverse to right
        if(val > root.val) root.right = insertIntoBST(root.right, val);
        // if val less than root.val traverse to left
        if(val < root.val) root.left = insertIntoBST(root.left, val);
        // return root on each traversal
        return root;
    }
}","class Solution {
    public TreeNode insertIntoBST(TreeNode root, int val) {
        if(root == null) return new TreeNode(val);
        if(val > root.val) root.right = insertIntoBST(root.right, val);
        if(val < root.val) root.left = insertIntoBST(root.left, val);
        return root;
    }
}",784,java,116,3,0
324,324-1249-cpp-147_7,0.0597609561752988,"//Approach-3 : Use upper_bound - O(nlogn)
class SnapshotArray {
public:
    
    int snap_id;
    
    vector<vector<pair<int, int>>> vec;
    
    SnapshotArray(int length) {
        snap_id = 0;
        
        vec.resize(length);
        
        for(int i = 0; i < length; i++) {
            
            vec[i].push_back(make_pair(0, 0));
            
        }
    }
    
    void set(int index, int val) {
        
        vec[index].push_back(make_pair(snap_id, val));
        
    }
    
    int snap() {
        return snap_id++;
    }
    
    int get(int index, int snap_id) {
        
        auto it = upper_bound(begin(vec[index]), end(vec[index]), make_pair(snap_id, INT_MAX));
        //pair(snap_id, val)
        
        return prev(it)->second;
        
    }
};","//Approach-3 : Use upper_bound - O(nlogn)
class SnapshotArray {
public:

    int snap_id;

    vector<vector<pair<int, int>>> vec;

    SnapshotArray(int length) {
        snap_id = 0;

        vec.resize(length);

        for(int i = 0; i < length; i++) {

            vec[i].push_back(make_pair(0, 0));

        }
    }

    void set(int index, int val) {

        vec[index].push_back(make_pair(snap_id, val));

    }

    int snap() {
        return snap_id++;
    }

    int get(int index, int snap_id) {

        auto it = upper_bound(begin(vec[index]), end(vec[index]), make_pair(snap_id, INT_MAX));
        //pair(snap_id, val)

        return prev(it)->second;

    }
};",1249,cpp,147,90,7
2,2-3-csharp-5_6,0.0993377483443708,"public class Solution {
    public int LengthOfLongestSubstring(string s) {
        
        var l=0;
        var count=0;
        var subStrings = new HashSet<char>();     
 
        for(int i=0; i < s.Length; i++){
            
            while(subStrings.Contains(s[i])){

                subStrings.Remove(s[l]);
                l++;
            }

            subStrings.Add(s[i]);
            var subStringCount = subStrings.Count;            
            count = Math.Max(count,subStringCount);
        }
        
        return count;

    }
}
","public class Solution {
    public int LengthOfLongestSubstring(string s) {
        
        var l = 0;
        var count = 0;
        var subStrings = new HashSet<char>();     
 
        for (int i = 0; i < s.Length; i++){
            
            while (subStrings.Contains(s[i])){

                subStrings.Remove(s[l]);
                l++;
            }

            subStrings.Add(s[i]);
            var subStringCount = subStrings.Count;            
            count = Math.Max(count, subStringCount);
        }
        
        return count;

    }
}",3,csharp,5,9,6
2,2-3-csharp-5_10,0.0728476821192053,"public class Solution {
    public int LengthOfLongestSubstring(string s) {
        
        var l=0;
        var count=0;
        var subStrings = new HashSet<char>();     
 
        for(int i=0; i < s.Length; i++){
            
            while(subStrings.Contains(s[i])){

                subStrings.Remove(s[l]);
                l++;
            }

            subStrings.Add(s[i]);
            var subStringCount = subStrings.Count;            
            count = Math.Max(count,subStringCount);
        }
        
        return count;

    }
}
","public class Solution {
    public int LengthOfLongestSubstring(string s) {
        
        var l = 0;
        var count = 0;
        var subStrings = new HashSet<char>();     
 
        for(int i = 0; i < s.Length; i++){
            
            while(subStrings.Contains(s[i])){

                subStrings.Remove(s[l]);
                l++;
            }

            subStrings.Add(s[i]);
            var subStringCount = subStrings.Count;            
            count = Math.Max(count, subStringCount);
        }
        
        return count;

    }
}",3,csharp,5,9,10
38,38-89-python-106_13,0.3114754098360656,"class Solution:
    def grayCode(self, n):
        if n == 0: return [0]
        t = self.grayCode(n-1)
        return t + [i+(1<<(n-1)) for i in t][::-1]","class Solution:
    def grayCode(self, n):
        if n == 0: return [0]
        t = self.grayCode(n-1)
        return t + [hex(i+(1<<(n-1))) for i in t][::-1]",89,python,106,63,13
38,38-89-python-106_14,0.0327868852459016,"class Solution:
    def grayCode(self, n):
        if n == 0: return [0]
        t = self.grayCode(n-1)
        return t + [i+(1<<(n-1)) for i in t][::-1]","class Solution:
    def grayCode(self, n):
        if n == 0: return [48]
        t = self.grayCode(n-1)
        return t + [i+(1<<(n-1)) for i in t][::-1]",89,python,106,63,14
38,38-89-python-106_19,0.3114754098360656,"class Solution:
    def grayCode(self, n):
        if n == 0: return [0]
        t = self.grayCode(n-1)
        return t + [i+(1<<(n-1)) for i in t][::-1]","class Solution:
    def grayCode(self, n):
        if n == 0: return [0]
        t = self.grayCode(n-1)
        return t + [i + (1 << (n-1)) for i in t][::-1]",89,python,106,63,19
97,97-226-cpp-54_0,0.4956140350877193,"/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    void solve(TreeNode* root){
        if(root == NULL){
            return;
        }
        TreeNode* le = root->left;
        root->left = root->right;
        root->right = le;
        solve(root->left);
        solve(root->right);
    }

    TreeNode* invertTree(TreeNode* root) {
        TreeNode* ans = root;
        solve(root);
        return ans;
    }
};","class Solution {
public:
    void solve(TreeNode* root){
        if(root == NULL){
            return;
        }
        TreeNode* le = root->left;
        root->left = root->right;
        root->right = le;
        solve(root->left);
        solve(root->right);
    }

    TreeNode* invertTree(TreeNode* root) {
        TreeNode* ans = root;
        solve(root);
        return ans;
    }
};",226,cpp,54,3,0
97,97-226-cpp-54_8,0.4956140350877193,"/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    void solve(TreeNode* root){
        if(root == NULL){
            return;
        }
        TreeNode* le = root->left;
        root->left = root->right;
        root->right = le;
        solve(root->left);
        solve(root->right);
    }

    TreeNode* invertTree(TreeNode* root) {
        TreeNode* ans = root;
        solve(root);
        return ans;
    }
};","class Solution {
public:
    void solve(TreeNode* root){
        if(root == NULL){
            return;
        }
        TreeNode* le = root->right;
        root->right = root->left;
        root->left = le;
        solve(root->right);
        solve(root->left);
    }

    TreeNode* invertTree(TreeNode* root) {
        TreeNode* ans = root;
        solve(root);
        return ans;
    }
};",226,cpp,54,3,8
97,97-226-cpp-54_23,0.25,"/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    void solve(TreeNode* root){
        if(root == NULL){
            return;
        }
        TreeNode* le = root->left;
        root->left = root->right;
        root->right = le;
        solve(root->left);
        solve(root->right);
    }

    TreeNode* invertTree(TreeNode* root) {
        TreeNode* ans = root;
        solve(root);
        return ans;
    }
};","/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    void solve(TreeNode* root){
        if(root != NULL){ // Swapping if and else statements
            TreeNode* le = root->left;
            root->left = root->right;
            root->right = le;
            solve(root->left);
            solve(root->right);
        } else {
            return;
        }
    }

    TreeNode* invertTree(TreeNode* root) {
        TreeNode* ans = root;
        solve(root);
        return ans;
    }
};",226,cpp,54,35,23
321,321-1250-java-118_26,0.0218181818181818,"class Solution {
    public int longestCommonSubsequence(String text1, String text2) {
        int[][] dp = new int[text1.length()][text2.length()];
        for(int[] arr : dp) Arrays.fill(arr, -1);
        return helper(text1, text2, text1.length() - 1, text2.length() - 1, dp);
    }

    private int helper(String str1, String str2, int ind1, int ind2, int[][] dp) {
        if(ind1 < 0 || ind2 < 0) return 0;
        if(dp[ind1][ind2] != -1) return dp[ind1][ind2];

        if(str1.charAt(ind1) == str2.charAt(ind2)) return dp[ind1][ind2] = 1 + helper(str1, str2, ind1 - 1, ind2 - 1, dp);
        return dp[ind1][ind2] = Math.max(helper(str1, str2, ind1 - 1, ind2, dp), helper(str1, str2, ind1, ind2 - 1, dp));
    }
}","class Solution {
    public int longestCommonSubsequence(String text1, String text2) {
        int[][] dp = new int[text1.length()][text2.length()];
        for(int[] arr : dp) Arrays.fill(arr, -1);
        return helper(text1, text2, text1.length() - 1, text2.length() - 1, dp);
    }

    private int helper(String str1, String str2, int ind1, int ind2, int[][] dp) {
        if(ind1 < 0 || ind2 < 0) return 0;
        if(dp[ind1][ind2] != -1) return dp[ind1][ind2];

        if(str1.charAt(ind1) == str2.charAt(ind2)) return dp[ind1][ind2] = 1 + helper(str1, str2, ind1 - 1, ind2 - 1, dp);
        return dp[ind1][ind2] = Math.max(helper(str1, str2, ind1 - 1, ind2, dp), helper(str1, str2, ind1, ind2 - 1, dp));
    }
    
    public int findLongestCommonSubsequence(String text1, String text2) {
        int[][] dp = new int[text1.length()][text2.length()];
        for(int[] arr : dp) Arrays.fill(arr, -1);
        return helper(text1, text2, text1.length() - 1, text2.length() - 1, dp);
    }
}",1250,java,118,104,26
101,101-231-cpp-124_12,0.5,"class Solution {
public:
    bool isPowerOfTwo(int n) {
        if(n<=0) return false;
        return ((n&(n-1))==0);
    }
};","class Solution {
public:
    bool isPowerOfTwo(int n) {
        if(n <= 0) return false;
        return ((n & (n - 1)) == 0);
    }
};",231,cpp,124,63,12
240,240-713-java-178_11,0.2222222222222222,"class Solution {
    public int numSubarrayProductLessThanK(int[] nums, int k) {
        if (k == 0) return 0;
        int cnt = 0;
        int pro = 1;
        for (int i = 0, j = 0; j < nums.length; j++) {
            pro *= nums[j];
            while (i <= j && pro >= k) {
                pro /= nums[i++];
            }
            cnt += j - i + 1;
        }
        return cnt;        
    }
}","class Solution {
    public int numSubarrayProductLessThanK(int[] nums, int k) {
        if (k == 0) return 0;
        int cnt = 0;
        int pro = 1;
        for (int i = 0, j = 0; j < nums.length; j++) {
            pro *= nums[j];
            while (i <= j && pro >= k) {
                pro /= nums[i += 1];
            }
            cnt += j - i + 1;
        }
        return cnt;        
    }
}",713,java,178,33,11
240,240-713-java-178_23,0.3095238095238095,"class Solution {
    public int numSubarrayProductLessThanK(int[] nums, int k) {
        if (k == 0) return 0;
        int cnt = 0;
        int pro = 1;
        for (int i = 0, j = 0; j < nums.length; j++) {
            pro *= nums[j];
            while (i <= j && pro >= k) {
                pro /= nums[i++];
            }
            cnt += j - i + 1;
        }
        return cnt;        
    }
}","class Solution {
    public int numSubarrayProductLessThanK(int[] nums, int k) {
        if (k == 0) return 0;
        int cnt = 0;
        int pro = 1;
        for (int i = 0, j = 0; j < nums.length; j++) {
            pro *= nums[j];
            while (i <= j && pro < k) { // Changed to pro < k
                pro /= nums[i++];
            }
            cnt += j - i + 1;
        }
        return cnt;        
    }
}",713,java,178,33,23
296,296-1033-python-106_24,0.1707317073170731,"class Solution:
    def brokenCalc(self, X, Y):
        if X > Y: return X - Y
        if X == Y: return 0
        if Y % 2 == 0:
            return self.brokenCalc(X, Y//2) + 1
        else:
            return self.brokenCalc(X, Y + 1) + 1","class Solution:
    def brokenCalc(self, Y, X):
        if X > Y: return X - Y
        if X == Y: return 0
        if Y % 2 == 0:
            return self.brokenCalc(Y//2, X) + 1
        else:
            return self.brokenCalc(Y + 1, X) + 1",1033,python,106,63,24
365,365-1461-java-161_17,0.2946428571428571,"class Solution {
    public int countOrders(int n) {
        int MOD = (int)1e9 + 7;
        long[] dp = new long[n+1];
        dp[0] = 1;
        for(int i = 1; i <= n; i++) {
            dp[i] = dp[i-1] * (2 * i - 1) * i % MOD;
        }
        return (int)dp[n];
    }
}","class Solution {
    public int countOrders(int n) {
        int MOD = (int)1e9 + 7;
        long[] dp = new long[n+1];
        dp[0] = 1;
        int i = 1;
        while (i <= n) {
            dp[i] = dp[i-1] * (2 * i - 1) * i % MOD;
            i++;
        }
        return (int)dp[n];
    }
}",1461,java,161,126,17
18,18-47-java-44_9,0.0259259259259259,"public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(nums, checked, list, res);
        return res;
    }

    public void solve(int[] nums, boolean[] checked, List<Integer> ds, List<List<Integer>> res){
        if(ds.size()==nums.length){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0;i<nums.length;i++){
            if(checked[i]) continue;
            if(i>0 && nums[i-1]==nums[i] && !checked[i-1] ) continue;
            checked[i]=true;
            ds.add(nums[i]);
            solve(nums,checked,ds,res);
            checked[i]=false;
            ds.remove(ds.size()-1);
        }
    }
}","public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(nums, checked, list, res);
        return res;
    }

    public void solve(int[] nums, boolean[] checked, List<Integer> ds, List<List<Integer>> res){
        if(!(ds.size()!=nums.length)){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0;i<nums.length;i++){
            if(checked[i]) continue;
            if(i>0 && nums[i-1]==nums[i] && !checked[i-1] ) continue;
            checked[i]=true;
            ds.add(nums[i]);
            solve(nums,checked,ds,res);
            checked[i]=false;
            ds.remove(ds.size()-1);
        }
    }
}

",47,java,44,85,9
18,18-47-java-44_10,0.2851851851851852,"public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(nums, checked, list, res);
        return res;
    }

    public void solve(int[] nums, boolean[] checked, List<Integer> ds, List<List<Integer>> res){
        if(ds.size()==nums.length){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0;i<nums.length;i++){
            if(checked[i]) continue;
            if(i>0 && nums[i-1]==nums[i] && !checked[i-1] ) continue;
            checked[i]=true;
            ds.add(nums[i]);
            solve(nums,checked,ds,res);
            checked[i]=false;
            ds.remove(ds.size()-1);
        }
    }
}","public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(nums, checked, list, res);
        return res;
    }

    public void solve(int[] nums, boolean[] checked, List<Integer> ds, List<List<Integer>> res){
        if(ds.size()==nums.length){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0;i<nums.length;i++){
            if(checked[i]) continue;
            if(i>0 && nums[1 * i-1]==nums[i] && !checked[i-1] ) continue;
            checked[i]=true;
            ds.add(nums[i]);
            solve(nums,checked,ds,res);
            checked[i]=false;
            ds.remove(ds.size()-1);
        }
    }
}",47,java,44,85,10
18,18-47-java-44_12,0.1666666666666666,"public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(nums, checked, list, res);
        return res;
    }

    public void solve(int[] nums, boolean[] checked, List<Integer> ds, List<List<Integer>> res){
        if(ds.size()==nums.length){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0;i<nums.length;i++){
            if(checked[i]) continue;
            if(i>0 && nums[i-1]==nums[i] && !checked[i-1] ) continue;
            checked[i]=true;
            ds.add(nums[i]);
            solve(nums,checked,ds,res);
            checked[i]=false;
            ds.remove(ds.size()-1);
        }
    }
}","public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(nums, checked, list, res);
        return res;
    }

    public void solve(int[] nums, boolean[] checked, List<Integer> ds, List<List<Integer>> res){
        if(ds.size()==nums.length){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0; i<nums.length; i++){
            if(checked[i]) continue;
            if(i>0 && nums[i-1]==nums[i] && !checked[i-1]) continue;
            checked[i] = true;
            ds.add(nums[i]);
            solve(nums, checked, ds, res);
            checked[i] = false;
            ds.remove(ds.size() - 1);
        }
    }
}",47,java,44,140,12
18,18-47-java-44_24,0.0851851851851851,"public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(nums, checked, list, res);
        return res;
    }

    public void solve(int[] nums, boolean[] checked, List<Integer> ds, List<List<Integer>> res){
        if(ds.size()==nums.length){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0;i<nums.length;i++){
            if(checked[i]) continue;
            if(i>0 && nums[i-1]==nums[i] && !checked[i-1] ) continue;
            checked[i]=true;
            ds.add(nums[i]);
            solve(nums,checked,ds,res);
            checked[i]=false;
            ds.remove(ds.size()-1);
        }
    }
}","public class Solution {
    public List<List<Integer>> permuteUnique(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        boolean[] checked = new boolean[nums.length];
        List<Integer> list = new ArrayList<Integer>();
        Arrays.sort(nums);
        solve(checked, nums, res, list);
        return res;
    }

    public void solve(boolean[] checked, int[] nums, List<List<Integer>> res, List<Integer> ds){
        if(ds.size()==nums.length){
            res.add(new ArrayList<Integer>(ds));
            return;
        }
        for(int i=0;i<nums.length;i++){
            if(checked[i]) continue;
            if(i>0 && nums[i-1]==nums[i] && !checked[i-1] ) continue;
            checked[i]=true;
            ds.add(nums[i]);
            solve(checked, nums, ds, res);
            checked[i]=false;
            ds.remove(ds.size()-1);
        }
    }
}",47,java,44,85,24
